,title,author,rating,pages,publisher,ISBN,genre,series,author_followers,publish_date
246,"We Should Hang Out Sometime: Embarrassingly, a True Story",Josh Sundquist,3.82,326,"Little, Brown Books for Young Readers",031625102X,Nonfiction,0,939,2014-12-23
247,You Deserve a Drink: Boozy Misadventures and Tales of Debauchery,Mamrie Hart,4.19,274,Plume,0142181676,Nonfiction,0,361,
248,I Regret Nothing,Jen Lancaster,3.87,320,NAL(first published January 1st 2015),0451471075,Nonfiction,0,3766,2015-05-05
249,Silver Screen Fiend: Learning About Life from an Addiction to Film,Patton Oswalt,3.62,222,Scribner,1451673213,Nonfiction,0,416,2015-01-06
250,Has Anyone Seen My Pants?,Sarah Colonna,3.83,288,Gallery Books(first published March 17th 2015),1476771928,Humor,0,84,2015-03-31
251,The Seven Good Years,Etgar Keret,4.15,173,Riverhead Books(first published 2013),1594633266,Nonfiction,0,1626,2015-06-16
252,Gumption: Relighting the Torch of Freedom with America's Gutsiest Troublemakers,Nick Offerman,3.73,400,Dutton,0525954678,Nonfiction,0,878,2015-05-26
253,This Book Loves You,PewDiePie,3.86,240,Razorbill,1101999047,Humor,0,704,2015-10-20
254,The Misadventures of Awkward Black Girl,Issa Rae,3.74,224,37 Ink(first published January 6th 2015),1476749051,Add,0,704,2015-02-10
255,Sick in the Head: Conversations About Life and Comedy,Judd Apatow,3.65,489,Random House,0812997573,Nonfiction,0,163,2015-06-16
256,Modern Romance,Aziz Ansari,3.83,279,Penguin Press,1594206279,comment,0,1223,2015-06-16
257,Modern Romance,Aziz Ansari,3.83,279,Penguin Press,1594206279,comment,0,1223,2015-06-16
258,Modern Romance,Aziz Ansari,3.83,279,Penguin Press,1594206279,comment,0,1223,2015-06-16
259,Humans of New York: Stories,Brandon Stanton,4.53,428,Macmillan Australia,1250058902,Nonfiction,0,484,2015-10-13
260,Big Magic: Creative Living Beyond Fear,Elizabeth Gilbert,3.92,288,Riverhead Books,1594634718,comments,0,23431,2015-09-22
261,Between the World and Me,Ta-Nehisi Coates,4.4,152,Spiegel & Grau,0812993543,Nonfiction,0,8416,2015-07-14
262,H Is for Hawk,Helen Macdonald,3.73,300,Grove Press(first published July 31st 2014),English,Nonfiction,0,836,2015-03-03
263,Missoula: Rape and the Justice System in a College Town,Jon Krakauer,4.09,368,Doubleday,0385538731,Nonfiction,0,9502,2015-04-21
264,"Pirate Hunters: Treasure, Obsession, and the Search for a Legendary Pirate Ship",Robert Kurson,3.99,275,Random House,1400063361,Nonfiction,0,460,2015-06-16
265,So You've Been Publicly Shamed,Jon Ronson,3.94,290,Riverhead Books(first published March 9th 2015),1594487138,Nonfiction,0,4010,2015-03-31
266,For the Love: Fighting for Grace in a World of Impossible Standards,Jen Hatmaker,4.1,224,Thomas Nelson(first published August 1st 2015),0718031822,Nonfiction,0,1668,2015-08-18
267,Rising Strong,Brené Brown,4.24,336,Spiegel & Grau,0812995821,Nonfiction,0,18203,2015-08-25
268,Ghettoside: A True Story of Murder in America,Jill Leovy,4.11,366,Spiegel & Grau,0385529988,Nonfiction,0,98,2015-01-27
269,Guantánamo Diary,Mohamedou Ould Slahi,4.07,379,"Little, Brown and Company",0316328685,Nonfiction,0,66,2015-01-20
270,The Crossroads of Should and Must: Find and Follow Your Passion,Elle Luna,4.02,161,Workman Publishing Company,0761184880,Nonfiction,0,54,2015-04-07
271,The Unspeakable: And Other Subjects of Discussion,Meghan Daum,3.75,256,"Farrar, Straus and Giroux",0374280444,Nonfiction,0,307,2014-11-18
272,Better Than Before: Mastering the Habits of Our Everyday Lives,Gretchen Rubin,3.84,298,Crown,0385348614,Nonfiction,1,26313,2015-03-17
273,One of Us: The Story of Anders Breivik and the Massacre in Norway,Åsne Seierstad,4.37,530,"Farrar, Straus and Giroux(first published 2013)",0374277893,Nonfiction,0,566,2015-04-21
274,Work Rules!: Insights from Inside Google That Will Transform How You Live and Lead,Laszlo Bock,4.17,406,Twelve(first published January 1st 2015),1455554790,Business,0,167,2015-04-07
275,Chasing the Scream: The First and Last Days of the War on Drugs,Johann Hari,4.48,400,Bloomsbury USA(first published January 15th 2015),1620408902,Nonfiction,0,602,2015-01-20
276,When to Rob a Bank,Steven D. Levitt,3.49,387,William Morrow,0062385321,Nonfiction,0,2594,2015-05-05
277,The Road to Character,David  Brooks,3.66,320,Random House(first published March 10th 2015),081299325X,Nonfiction,0,975,2015-04-14
278,A Work in Progress,Connor Franta,4.28,212,Atria/Keywords Press,1476791619,Nonfiction,0,1683,2015-04-21
279,A Work in Progress,Connor Franta,4.28,212,Atria/Keywords Press,1476791619,Nonfiction,0,1683,2015-04-21
280,A Work in Progress,Connor Franta,4.28,212,Atria/Keywords Press,1476791619,Nonfiction,0,1683,2015-04-21
281,In Real Life: My Journey to a Pixelated World,Joey Graceffa,4.37,257,Atria/Keywords Press,1476794308,Nonfiction,0,1018,2015-05-19
282,"American Wife: Love, War, Faith, and Renewal",Taya Kyle,4.26,329,William Morrow(first published May 1st 2015),0062398083,Nonfiction,0,66,2015-05-04
283,The Girl with Seven Names: A North Korean Defector’s Story,Hyeonseo Lee,4.44,304,William Collins,0007554834,comment,0,715,2015-07-02
284,M Train,Patti Smith,3.99,256,Knopf,1101875100,Nonfiction,0,6076,2015-10-06
285,My Fight / Your Fight,Ronda Rousey,4.19,302,Regan Arts.(first published April 15th 2015),1941393268,Nonfiction,0,150,2015-05-12
286,It's What I Do: A Photographer's Life of Love and War,Lynsey Addario,4.33,368,Penguin Press,159420537X,Add,0,147,2015-02-05
287,Hope: A Memoir of Survival in Cleveland,Amanda Berry,4.29,321,Viking,0525427651,Nonfiction,0,48,2015-04-27
288,Every Day I Fight,Stuart  Scott,4.38,320,Blue Rider Press,0399174060,Nonfiction,0,14,2015-03-10
289,Blackout: Remembering the Things I Drank to Forget,Sarah Hepola,3.99,230,Grand Central Publishing,1455554596,Autobiography,0,229,2015-06-23
290,"Searching for Sunday: Loving, Leaving, and Finding the Church",Rachel Held Evans,4.17,268,Thomas Nelson,0718022122,Nonfiction,0,979,2015-04-14
291,Born with Teeth,Kate Mulgrew,3.89,302,"Little, Brown and Company",0316334316,comments,0,281,2015-04-14
292,If You Feel Too Much: Thoughts on Things Found and Lost and Hoped For,Jamie Tworkowski,4.18,208,TarcherPerigee(first published May 12th 2015),0399176497,Nonfiction,0,169,2015-05-26
293,All I Know Now: Wonderings and Reflections on Growing Up Gracefully,Carrie Hope Fletcher,4.08,352,The Experiment(first published April 1st 2015),1615192948,Add,0,4978,2015-09-01
294,"Red Notice: A True Story of High Finance, Murder, and One Man's Fight for Justice",Bill Browder,4.4,380,Simon  Schuster(first published 2014),147675571X,Nonfiction,0,355,2015-02-03
295,Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny,Holly Madison,3.42,335,Dey Street Books,0062372106,Nonfiction,0,239,2015-06-23
296,The Argonauts,Maggie Nelson,4.03,160,Graywolf Press,1555977073,Nonfiction,0,1745,2015-05-05
297,Spinster: Making a Life of One's Own,Kate Bolick,3.45,308,Crown,0385347138,Nonfiction,0,215,2015-04-21
298,Girl in a Band,Kim Gordon,3.6,273,Dey Street Books(first published February 2015),0062295896,Music,0,226,2015-02-24
299,Scary Close: Dropping the Act and Finding True Intimacy,Donald Miller,4.08,256,Thomas Nelson,078521318X,Nonfiction,0,1671,2015-02-03
300,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,4.08,430,Crown Publishers,0307408868,comments,0,58447,2015-03-03
301,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,4.08,430,Crown Publishers,0307408868,comments,0,58447,2015-03-03
302,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,4.08,430,Crown Publishers,0307408868,comments,0,58447,2015-03-03
303,"The Witches: Salem, 1692",Stacy Schiff,3.17,498,"Little, Brown and Company(first published October 20th 2015)",0316200603,History,0,1227,2015-10-27
304,The Wright Brothers,David McCullough,4.14,320,Simon  Schuster(first published March 20th 2015),1476728747,comments,0,6869,2015-05-05
305,Born Survivors,Wendy   Holden,4.22,385,Harper,0062370251,Add,0,114,2015-05-05
306,Pioneer Girl: The Annotated Autobiography,Laura Ingalls Wilder,4.2,400,South Dakota State Historical Society,0984504176,Nonfiction,0,3575,2014-11-20
307,When Books Went to War: The Stories that Helped Us Win World War II,Molly Guptill Manning,3.88,267,Houghton Mifflin Harcourt,0544535022,History,0,36,2014-12-02
308,Romantic Outlaws: The Extraordinary Lives of Mary Wollstonecraft and Her Daughter Mary Shelley,Charlotte Gordon,4.38,649,Random House(first published April 23rd 2015),1400068428,Nonfiction,0,138,2015-04-28
309,Ravensbrück: Life and Death in Hitler's Concentration Camp for Women,Sarah Helm,4.37,768,Nan A. Talese(first published January 1st 2015),038552059X,History,0,88,2015-03-31
310,The Oregon Trail: A New American Journey,Rinker Buck,3.81,451,Simon  Schuster,1451659164,comment,0,98,2015-06-30
311,Nagasaki: Life After Nuclear War,Susan Southard,4.26,389,Viking,0670025623,History,0,15,2015-07-28
312,"The Quartet: Orchestrating the Second American Revolution, 1783-1789",Joseph J. Ellis,4.12,320,Knopf(first published May 5th 2015),0385353405,History,0,826,2015-05-12
313,The Billion Dollar Spy: A True Story of Cold War Espionage and Betrayal,David E. Hoffman,4.21,336,Doubleday,0385537603,Add,0,168,2015-07-07
314,Ashley's War: The Untold Story of a Team of Women Soldiers on the Special Ops Battlefield,Gayle Tzemach Lemmon,4.28,292,Harper,006233381X,Add,0,124,2015-04-21
315,Rosemary: The Hidden Kennedy Daughter,Kate Clifford Larson,3.81,320,Houghton Mifflin Harcourt,0547250258,Nonfiction,0,66,2015-10-06
316,"The Dead Duke, His Secret Wife, and the Missing Corpse: An Extraordinary Edwardian Case of Deception and Intrigue",Piu Marie Eatwell,3.31,352,Liveright(first published September 11th 2014),1631491237,Add,0,151,2015-10-05
317,Killing Reagan,Bill O'Reilly,4.09,306,Henry Holt and Co.,1627792414,History,0,1896,2015-09-22
318,"A Kim Jong-Il Production: The Extraordinary True Story of a Kidnapped Filmmaker, His Star Actress, and a Young Dictator's Rise to Power",Paul Fischer,4.16,353,Flatiron Books,1250054265,Nonfiction,0,17,2015-02-03
319,Legend: The Incredible Story of Green Beret Sergeant Roy Benavidez's Heroic Mission to Rescue a Special Forces Team Caught Behind Enemy Lines,Eric Blehm,4.33,304,Crown Publishers/Crown Publishing Group/Penguin Random House LLC(first published April 2015),0804139512,History,0,198,2015-04-28
320,Lafayette in the Somewhat United States,Sarah Vowell,3.83,274,Riverhead Books,1594631743,Add,0,2604,2015-10-20
321,The Residence: Inside the Private World of the White House,Kate Andersen Brower,3.77,281,Harper,0062305190,Add,0,243,2015-04-07
322,"Beneath the Surface: Killer Whales, SeaWorld, and the Truth Beyond Blackfish",John Hargrove,4.25,264,St. Martin's Press(first published March 1st 2015),1137280107,Nonfiction,0,76,2015-03-24
323,"Beneath the Surface: Killer Whales, SeaWorld, and the Truth Beyond Blackfish",John Hargrove,4.25,264,St. Martin's Press(first published March 1st 2015),1137280107,Nonfiction,0,76,2015-03-24
324,"Beneath the Surface: Killer Whales, SeaWorld, and the Truth Beyond Blackfish",John Hargrove,4.25,264,St. Martin's Press(first published March 1st 2015),1137280107,Nonfiction,0,76,2015-03-24
325,Headstrong: 52 Women Who Changed Science-and the World,Rachel Swaby,3.97,288,Broadway Books,0553446797,Nonfiction,0,22,2015-04-07
326,Voices in the Ocean: A Journey into the Wild and Haunting World of Dolphins,Susan Casey,4.04,304,Doubleday,0385537301,Nonfiction,0,210,2015-08-04
327,"Forensics: What Bugs, Burns, Prints, DNA and More Tell Us About Crime",Val McDermid,4.04,310,Grove Press,0802123910,Nonfiction,0,2879,2014-07-07
328,Come as You Are: The Surprising New Science that Will Transform Your Sex Life,Emily Nagoski,4.28,400,Simon  Schuster,1476762090,Add,0,499,2015-03-03
329,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,4.23,400,Ecco(first published March 3rd 2015),0062301233,Biography,0,1058,2015-05-19
330,What Stands in a Storm: Three Days in the Worst Superstorm to Hit the South's Tornado Alley,Kim Cross,4.23,320,Atria Books(first published March 1st 2015),1476763062,Nonfiction,0,35,2015-03-10
331,On the Move: A Life,Oliver Sacks,4.06,397,Knopf(first published April 2015),0385352549,Nonfiction,1,6268,2015-04-28
332,Brain Maker: The Power of Gut Microbes to Heal and Protect Your Brain–for Life,David Perlmutter,4.02,320,"Little, Brown Spark",0316380105,Health,0,180,2015-04-28
333,Gut: The Inside Story of Our Body’s Most Underrated Organ,Giulia Enders,4.04,273,Greystone Books(first published 2014),1771641495,Nonfiction,0,386,2015-04-10
334,"How Music Got Free: The End of an Industry, the Turn of the Century, and the Patient Zero of Piracy",Stephen Richard Witt,4.22,296,Viking(first published June 4th 2015),0525426612,Nonfiction,0,79,2015-06-16
335,Beyond Words: What Animals Think and Feel,Carl Safina,4.41,480,Henry Holt & Company(first published March 31st 2015),0805098887,comment,0,256,2015-07-14
336,Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,Brent Schlender,4.19,464,Crown Business,0385347405,Biography,0,106,2015-03-24
337,The Soul of an Octopus: A Surprising Exploration Into the Wonder of Consciousness,Sy Montgomery,3.87,261,Atria Books,1451697716,Nonfiction,0,750,2015-05-12
338,The Brain's Way of Healing: Remarkable Discoveries and Recoveries from the Frontiers of Neuroplasticity,Norman Doidge,4.21,409,Viking,067002550X,Nonfiction,0,428,2015-01-27
339,"Bold: How to Go Big, Create Wealth and Impact the World",Peter H. Diamandis,4.02,336,Simon  Schuster,1476709564,Business,0,352,2015-02-03
340,"Future Crimes: Everything Is Connected, Everyone Is Vulnerable, and What We Can Do About It",Marc Goodman,3.94,393,Doubleday,0385539002,Nonfiction,0,88,2015-02-24
341,"Spare Parts: Four Undocumented Teenagers, One Ugly Robot, and the Battle for the American Dream",Joshua Davis,4.13,240,FSG Originals,0374183376,Science,0,10,2014-12-02
342,NeuroTribes: The Legacy of Autism and the Future of Neurodiversity,Steve Silberman,4.3,477,Avery/Penguin Random House LLC(first published August 2015),158333467X,Nonfiction,0,135,2015-08-25
343,Rain: A Natural and Cultural History,Cynthia Barnett,3.85,355,Crown Publishers,0804137099,Nonfiction,0,123,2015-04-21
344,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",Ree Drummond,4.31,400,William Morrow Cookbooks,0062225243,Food,0,1403,2015-10-20
345,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",Ree Drummond,4.31,400,William Morrow Cookbooks,0062225243,Food,0,1403,2015-10-20
346,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",Ree Drummond,4.31,400,William Morrow Cookbooks,0062225243,Food,0,1403,2015-10-20
347,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,Rosanna Pansino,4.4,256,Atria Books,1501104012,Food,0,196,2015-11-03
348,Chocolate-Covered Katie: Over 80 Delicious Recipes That Are Secretly Good for You,Katie Higgins,4.19,208,Grand Central Life & Style,1455599700,Food,0,6,2015-01-06
349,Food52 Genius Recipes: 100 Recipes That Will Change the Way You Cook,Kristen Miglore,4.04,272,Ten Speed Press,1607747979,Food,0,14,2015-04-07
350,"Life from Scratch: A Memoir of Food, Family, and Forgiveness",Sasha Martin,3.8,352,National Geographic,1426213743,Add,0,93,2015-03-03
351,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig,4.06,432,Houghton Mifflin Harcourt(first published October 14th 2014),0544609719,Food,0,412,2015-04-21
352,The Complete Vegetarian Cookbook,America's Test Kitchen,4.29,472,Cook's Illustrated,1936493969,Food,0,317,2015-03-01
353,It Was Me All Along,Andie Mitchell,3.78,240,Clarkson Potter,0770433243,Nonfiction,0,154,2015-01-06
354,The Dorito Effect: The Surprising New Truth About Food and Flavor,Mark Schatzker,4.01,259,Simon  Schuster,1476724210,Nonfiction,0,77,2015-05-05
355,"But I Could Never Go Vegan!: 125 Recipes That Prove You Can Live Without Cheese, It's Not All Rabbit Food, and Your Friends Will Still Come Over for Dinner",Kristy Turner,3.81,320,The Experiment,1615192107,Food,0,20,2014-12-02
356,"Deliciously Ella: 100+ Easy, Healthy, and Delicious Plant-Based, Gluten-Free Recipes",Ella Woodward,4.02,256,Scribner(first published January 1st 2015),147679328X,Food,0,150,2015-03-03
357,Franklin Barbecue: A Meat-Smoking Manifesto,Aaron Franklin,4.5,224,Ten Speed Press,1607747200,Food,0,21,2015-04-07
358,Vegan Richa's Indian Kitchen: Traditional and Creative Recipes for the Home Cook,Richa Hingle,4.45,256,"Vegan Heritage Press, LLC(first published May 5th 2015)",1941252095,Food,0,41,2015-05-19
359,"Living the Farm Sanctuary Life: How to Eat Healthier, Live Longer, and Feel Better Every Day by Bringing Home the Happiest Place on Earth",Gene Baur,4.22,320,Rodale Books,1623364892,Nonfiction,0,63,2015-04-07
360,Epic Tomatoes: How to Select and Grow the Best Varieties of All Time,Craig Lehoullier,4.47,256,"Storey Publishing, LLC",1612122086,Gardening,0,3,2014-12-30
361,Pig Tales: An Omnivore's Quest for Sustainable Meat,Barry Estabrook,4.19,336,W. W. Norton  Company,039324024X,Add,0,29,2015-05-04
362,The Food Lab: Better Home Cooking Through Science,J. Kenji López-Alt,4.5,960,W. W. Norton  Company,0393081087,Food,0,116,2015-09-21
363,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Dave Asprey,3.75,320,Rodale Books,162336518X,Health,0,276,2014-12-02
364,My Kitchen Year: 136 Recipes That Saved My Life,Ruth Reichl,3.84,352,Random House,140006998X,Food,0,1384,2015-09-29
365,Bon Appetempt: A Coming-of-Age Story (with Recipes!),Amelia Morris,3.44,320,Grand Central Publishing(first published February 1st 2015),1455549363,Add,0,30,2015-02-03
366,"Saga, Vol. 4",Brian K. Vaughan,4.46,152,Image Comics,1632150778,Sequential,0,10006,2014-12-17
367,"Saga, Vol. 4",Brian K. Vaughan,4.46,152,Image Comics,1632150778,Sequential,0,10006,2014-12-17
368,"Saga, Vol. 4",Brian K. Vaughan,4.46,152,Image Comics,1632150778,Sequential,0,10006,2014-12-17
369,Nimona,Noelle Stevenson,4.17,266,HarperAlley,0062278231,Sequential,0,3082,2015-05-12
370,"Attack on Titan, Vol. 15",Hajime Isayama,4.41,192,Kodansha Comics(first published December 9th 2014),1612629792,Sequential,1,2042,2015-03-17
371,"Ms. Marvel, Vol. 2: Generation Why",G. Willow Wilson,4.14,136,Marvel,0785190228,Sequential,1,2490,2015-04-07
372,"Thor, Volume 1: The Goddess of Thunder",Jason Aaron,4.1,136,Marvel(first published April 15th 2015),0785192387,Sequential,1,1181,2015-05-26
373,Beware the Kitten Holy,Noelle Stevenson,3.91,128,BOOM! Box,1608866874,Sequential,1,3082,2015-04-07
374,"Sunstone, Vol. 1",Stjepan Šejić,4.36,128,Image Comics(first published November 2011),1632152126,Sequential,0,620,2015-01-06
375,"Step Aside, Pops",Kate Beaton,4.09,168,Drawn and Quarterly(first published September 3rd 2015),1770462082,Sequential,0,932,2015-09-15
376,The Thrilling Adventures of Lovelace and Babbage,Sydney Padua,4.04,317,Pantheon,English,Sequential,0,148,2015-04-21
377,"Hawkeye, Volume 4: Rio Bravo",Matt Fraction,4.32,160,Marvel(first published August 11th 2015),0785185313,Sequential,1,1477,2015-08-18
378,The Far Reaching Tentacles of N'rygoth,Kurtis J. Wiebe,4.14,128,Image Comics,English,Sequential,0,746,2015-05-06
379,Sex Criminals: Volume Two: Two Worlds One Cop,Matt Fraction,4.03,128,Image Comics,1632151936,Sequential,0,1477,2015-02-25
380,The Sandman: Overture,Neil Gaiman,3.98,224,DC Vertigo,1401248969,Sequential,1,196564,2015-11-10
381,Username: Evie,Joe Sugg,3.78,182,Running Press Adult(first published September 1st 2015),0762460105,Sequential,1,602,2015-09-22
382,Fandemonium,Kieron Gillen,4.14,200,Image Comics,1632153270,Sequential,1,1264,2015-07-01
383,Soppy,Philippa Rice,4.27,108,Andrews McMeel Publishing,1449461069,Sequential,0,239,2014-12-02
384,"The Unbeatable Squirrel Girl, Vol. 1: Squirrel Power",Ryan North,4.07,128,Marvel,English,Sequential,0,891,2015-09-01
385,Roller Girl,Victoria Jamieson,4.31,240,Dial Books,0803740166,Sequential,0,350,2015-03-10
386,March: Book Two,John             Lewis,4.5,192,Top Shelf Productions(first published January 13th 2015),1603094008,comment,1,514,2015-01-20
387,The Sculptor,Scott McCloud,4.01,488,First Second,1596435739,Sequential,0,1145,2015-02-03
388,The Dogs I Have Kissed,Trista Mateer,3.62,90,CreateSpace(first published May 25th 2015),1514287315,Poetry,0,575,2015-06-24
389,The Dogs I Have Kissed,Trista Mateer,3.62,90,CreateSpace(first published May 25th 2015),1514287315,Poetry,0,575,2015-06-24
390,The Dogs I Have Kissed,Trista Mateer,3.62,90,CreateSpace(first published May 25th 2015),1514287315,Poetry,0,575,2015-06-24
391,Memories,Lang Leav,4.11,256,Andrews McMeel Publishing,1449472397,Poetry,0,8978,2015-10-06
392,Pop Sonnets: Shakespearean Spins on Your Favorite Songs,Erik Didriksen,4.16,128,Quirk Books,1594748284,Poetry,0,25,2015-10-06
393,Black Butterfly,Robert M. Drake,4.14,272,Vintage Wild,0986262749,Poetry,0,1560,2015-04-02
394,I Wrote This for You and Only You,pleasefindthis,4.18,214,Central Avenue Publishing,1771680423,Poetry,1,1521,2015-03-01
395,Dirty Pretty Things,Michael Faudet,3.81,274,Michael Faudet,047329950X,Poetry,0,1242,2014-11-18
396,Catalog of Unabashed Gratitude,Ross Gay,4.25,102,University of Pittsburgh Press,0822963310,Poetry,0,171,2015-01-07
397,Bipolar Cowboy,Noah Cicero,3.87,124,Lazy Fascist Press(first published February 1st 2015),B00TCG3V7C,Poetry,0,202,2015-02-07
398,Mouthful of Forevers,Clementine von Radics,4.04,112,Andrews McMeel Publishing,1449470793,Poetry,0,1165,2015-04-07
399,Dark Sparkler,Amber Tamblyn,3.9,128,Harper Perennial,0062348167,Poetry,0,431,2015-04-07
400,War of the Foxes,Richard Siken,4.09,96,Copper Canyon Press,1556594771,Poetry,0,1200,2015-04-28
401,Felicity,Mary Oliver,4.3,85,Penguin Press,1594206767,Poetry,0,3620,2015-10-13
402,How to Be Drawn,Terrance Hayes,4.16,112,Penguin Books,0143126881,Poetry,0,213,2015-03-31
403,Pansy,Andrea Gibson,4.57,120,Write Bloody Publishing,1938912985,Poetry,0,1413,2015-03-15
404,All the Words Are Yours: Haiku on Love,Tyler Knott Gregson,4.18,144,TarcherPerigee,0399176004,Poetry,0,1501,2015-10-20
405,Psychaotic: See The World In Red And Black,Irum Zahra,4.15,124,Beyond Sanity Publishing,150326601X,Add,0,161,2014-11-18
406,Naked Human,Christopher Poindexter,4.25,180,Underwater Mountains,0692405658,Poetry,0,551,2015-03-03
407,What About This: Collected Poems of Frank Stanford,Frank Stanford,4.5,764,Copper Canyon Press(first published April 7th 2015),1556594682,Poetry,0,65,2015-04-14
408,The Robot Scientist's Daughter,Jeannine Hall Gailey,4.17,82,Mayapple Press,1936419424,Poetry,0,122,
409,Dark Desires: Beginning,Delicious David,4.51,91,Amazon Digital Services,B00THEV77A,Poetry,0,317,2015-02-14
410,Red Queen,Victoria Aveyard,4.06,383,HarperTeen,0062310631,Fantasy,1,42123,2015-02-10
411,Red Queen,Victoria Aveyard,4.06,383,HarperTeen,0062310631,Fantasy,1,42123,2015-02-10
412,Red Queen,Victoria Aveyard,4.06,383,HarperTeen,0062310631,Fantasy,1,42123,2015-02-10
413,An Ember in the Ashes,Sabaa Tahir,4.3,446,Razorbill,1595148035,Fantasy,0,20639,2015-04-28
414,Simon vs. the Homo Sapiens Agenda,Becky Albertalli,4.32,303,Balzer + Bray,0062348671,Young,1,13571,2015-04-07
415,"Everything, Everything",Nicola Yoon,4.08,306,Delacorte Books for Young Readers,0553496646,comments,0,11540,2015-09-01
416,Serafina and the Black Cloak,Robert  Beatty,3.93,293,Disney•Hyperion,1484709012,comments,1,1399,2015-07-14
417,Luckiest Girl Alive,Jessica Knoll,3.49,352,Simon  Schuster,1476789630,comments,0,2297,2015-05-12
418,Girl at War,Sara Nović,4.0,320,Random House,0812996348,Historical,0,556,2015-05-12
419,The Hurricane,R.J. Prescott,4.08,308,,B00TGNQEA2,Romance,1,1440,2015-02-10
420,My Heart and Other Black Holes,Jasmine Warga,4.0,320,Balzer + Bray,0062324675,Young,0,1344,2015-02-10
421,The Strongest Steel,Scarlett Cole,4.08,482,St. Martin's Paperbacks,B00WE0OS4S,Romance,1,1586,2015-07-07
422,The Mason List,S.D. Hendrickson,4.2,478,Createspace Independent Publishing Platform,1505641799,Romance,0,856,2015-01-10
423,The Secret Wisdom of the Earth,Christopher Scotton,4.09,466,Grand Central Publishing,1455551929,Fiction,0,350,2015-01-06
424,The Fishermen,Chigozie Obioma,3.84,304,"Little, Brown and Company",0316338370,Fiction,0,885,2015-04-14
425,In the Middle of Somewhere,Roan Parrish,4.19,350,Dreamspinner Press,1634762126,Romance,1,1341,2015-07-10
426,Orhan's Inheritance,Aline Ohanesian,3.93,352,Algonquin Books,1616203749,Historical,0,174,2015-04-07
427,Circus Mirandus,Cassie Beasley,4.09,292,Dial Books(first published June 1st 2015),0525428437,Fantasy,1,410,2015-06-02
428,The Library at Mount Char,Scott  Hawkins,4.09,390,Crown(first published June 2015),0553418602,Fantasy,0,1831,2015-06-16
429,Made You Up,Francesca Zappia,4.06,428,Greenwillow Books,006229010X,Young,0,3034,2015-05-19
430,Three Simple Rules,Nikki Sloane,4.08,288,CreateSpace Independent Publishing Platform,English,Romance,0,2150,2015-01-26
431,Dietland,Sarai Walker,3.55,320,Houghton Mifflin Harcourt,054437343X,Fiction,0,516,2015-05-26
432,All the Bright Places,Jennifer Niven,4.17,378,Knopf,0385755880,Young,0,9399,2015-01-06
433,All the Bright Places,Jennifer Niven,4.17,378,Knopf,0385755880,Young,0,9399,2015-01-06
434,All the Bright Places,Jennifer Niven,4.17,378,Knopf,0385755880,Young,0,9399,2015-01-06
435,P.S. I Still Love You,Jenny Han,4.13,337,Simon & Schuster Books for Young Readers,144242673X,Young,1,32342,2015-05-26
436,Saint Anything,Sarah Dessen,4.05,417,Viking,0451474708,Young,0,41341,2015-05-05
437,I Was Here,Gayle Forman,3.77,270,Viking Juvenile,0451471474,Young,0,23295,2015-01-27
438,Simon vs. the Homo Sapiens Agenda,Becky Albertalli,4.32,303,Balzer + Bray,0062348671,Young,1,13571,2015-04-07
439,"Everything, Everything",Nicola Yoon,4.08,306,Delacorte Books for Young Readers,0553496646,comments,0,11540,2015-09-01
440,Finding Audrey,Sophie Kinsella,3.79,286,Delacorte Books for Young Readers,0553536516,Young,0,29127,2015-06-09
441,Nowhere But Here,Katie McGarry,4.02,496,Harlequin Teen,0373211422,Young,1,12380,2015-05-26
442,Wild Reckless,Ginger Scott,4.06,338,Ginger Scott,0692392920,Romance,1,2635,2015-02-24
443,Mosquitoland,David  Arnold,3.9,352,Viking Books for Young Readers,045147077X,Young,0,1265,2015-03-03
444,My Heart and Other Black Holes,Jasmine Warga,4.0,320,Balzer + Bray,0062324675,Young,0,1344,2015-02-10
445,Made You Up,Francesca Zappia,4.06,428,Greenwillow Books,006229010X,Young,0,3034,2015-05-19
446,Until Friday Night,Abbi Glines,3.99,336,Simon Pulse,1481438859,Romance,1,82723,2015-08-25
447,I'll Meet You There,Heather Demetrios,4.06,388,Henry Holt and Co. (BYR),0805097953,Young,0,1323,2015-02-03
448,Every Last Word,Tamara Ireland Stone,4.24,358,Disney-Hyperion,1484705270,comments,0,2487,2015-06-16
