,ISBN,author,author_followers,genre,pages,publish_date,publisher,rating,series,title,NYT_Bestseller,celeb_bookclub
255,1250113423,Mallory Ortberg,6.628041376179533,Short,190.0,2018-03-13,Knopf Publishing Group,3.35,0,The Merry Spinster: Tales of Everyday Horror,0,0
256,150112742X,Iain Reid,6.853299093186078,Horror,261.0,2018-09-04,Knopf Publishing Group,3.67,0,Foe,0,0
257,0994630646,Darcy Coates,7.473637108496206,Horror,372.0,2018-03-26,Knopf Publishing Group,4.09,0,The Carrow Haunt,0,0
258,1542049881,Dot Hutchison,7.732807530422021,Thriller,292.0,2018-05-22,Knopf Publishing Group,4.29,1,The Summer Children,0,0
259,1787580075,Jonathan Janz,7.07326971745971,Horror,295.0,2018-09-06,Knopf Publishing Group,3.98,0,The Siren and the Specter,0,0
260,0999287354,Peter     Meredith,6.369900982828227,Horror,332.0,2018-01-23,Knopf Publishing Group,4.13,1,Generation Z,0,0
261,1501125109,Ezekiel Boone,6.318968113746434,Horror,322.0,2018-02-27,Knopf Publishing Group,3.69,1,Zero Day,0,0
262,1597809071,Ellen Datlow,7.090076835776092,Horror,320.0,2018-02-13,Knopf Publishing Group,3.54,0,The Devil and the Deep,0,0
263,1250196086,Charles Stross,8.445697189711167,Fantasy,368.0,2018-10-30,Knopf Publishing Group,4.17,1,The Labyrinth Index,0,0
264,1501181823,Tiffany Haddish,6.628041376179533,Nonfiction,288.0,2017-12-05,Clarkson Potter Publishers,3.88,0,The Last Black Unicorn,1,0
267,0316392383,David Sedaris,9.751501195538246,Nonfiction,261.0,2018-05-29,Clarkson Potter Publishers,4.18,0,Calypso,1,0
268,1101986670,Megan Mullally,4.51085950651685,Nonfiction,269.0,2018-10-02,Clarkson Potter Publishers,3.66,0,The Greatest Love Story Ever Told,1,0
269,B07CLC76ZH,Busy Philipps,5.337538079701318,Nonfiction,321.0,2018-10-16,Clarkson Potter Publishers,3.93,0,This Will Only Hurt a Little,0,0
270,1683690397,Andrew Shaffer,6.949856455000773,Add,304.0,2018-07-10,Clarkson Potter Publishers,3.52,1,Hope Never Dies,1,0
271,1250109345,Retta,4.110873864173311,Nonfiction,262.0,2018-05-29,Clarkson Potter Publishers,3.88,0,"So Close to Being the Sh*t, Y’all Don’t Even Know",0,0
272,0525534148,Phoebe Robinson,6.386879319362645,Nonfiction,336.0,2018-10-16,Clarkson Potter Publishers,3.91,0,"Everything's Trash, But It's Okay",0,0
273,1250163056,Lisa Scottoline,9.094480485881647,Humor,352.0,2018-07-10,Clarkson Potter Publishers,3.85,1,I See Life Through Rosé-Colored Glasses,0,0
274,0306903490,Jimmy O. Yang,3.1780538303479458,Nonfiction,240.0,2018-03-13,Clarkson Potter Publishers,3.96,0,How to American: An Immigrant's Guide to Disappointing Your Parents,0,0
275,0062698540,D.L. Hughley,4.454347296253507,Nonfiction,260.0,2018-06-26,Clarkson Potter Publishers,4.0,0,How Not to Get Shot: And Other Advice From White People,1,0
276,1501163345,Ellie Kemper,4.969813299576001,Nonfiction,240.0,2018-10-09,Clarkson Potter Publishers,3.37,0,My Squirrel Days,0,0
277,1984822586,Eric Idle,5.389071729816501,Nonfiction,290.0,2018-10-02,Clarkson Potter Publishers,3.87,0,Always Look on the Bright Side of Life: A Sortabiography,1,0
278,1501170228,Guy Branum,3.295836866004329,Autobiography,288.0,2018-07-31,Clarkson Potter Publishers,4.03,0,My Life as a Goddess: A Memoir through (Un)Popular Culture,0,0
279,0062748033,Mike Reiss,2.9444389791664403,Nonfiction,320.0,2018-06-12,Clarkson Potter Publishers,3.93,0,"Springfield Confidential: Jokes, Secrets, and Outright Lies from a Lifetime Writing for The Simpsons",0,0
280,0062473484,Nell Scovell,4.02535169073515,Nonfiction,316.0,2018-03-20,Clarkson Potter Publishers,3.94,0,Just the Funny Parts: ... And a Few Hard Truths About Sneaking Into the Hollywood Boys' Club,0,0
281,0316468894,Simon Rich,6.1903154058531475,Short,240.0,2018-07-24,Clarkson Potter Publishers,3.83,0,Hits and Misses,0,0
282,0374279845,Sloane Crosley,7.126087273299125,Writing,256.0,2018-04-03,Clarkson Potter Publishers,3.75,0,Look Alive Out There,0,0
283,1250144388,Tom Papa,2.3978952727983707,Humor,304.0,2018-06-05,Clarkson Potter Publishers,3.72,0,Your Dad Stole My Rake: And Other Family Dilemmas,0,0
284,1455571865,Erin Gibson,3.4339872044851463,Nonfiction,288.0,2018-09-04,Clarkson Potter Publishers,4.1,0,Feminasty: The Complicated Woman's Guide to Surviving the Patriarchy Without Drinking Herself to Death,0,0
285,0143130161,Maeve Higgins,3.8501476017100584,Nonfiction,256.0,2018-08-07,Clarkson Potter Publishers,3.56,0,Maeve in America: Essays by a Girl from Somewhere Else,0,0
289,1400201659,Rachel Hollis,9.335562336729565,Add,220.0,2018-02-06,First Second,3.76,0,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are so You Can Become Who You Were Meant to Be",1,0
290,1501175513,Bob Woodward,7.1808311990445555,Nonfiction,448.0,2018-09-11,First Second,3.91,0,Fear: Trump in the White House,1,0
291,B07CL96ZWB,Reese Witherspoon,7.80994708647679,Nonfiction,299.0,2018-09-18,First Second,3.62,0,"Whiskey in a Teacup: What Growing Up in the South Taught Me About Life, Love, & Baking Biscuits",0,0
292,1476740186,Susan Orlean,7.982074875081202,Nonfiction,336.0,2018-10-16,First Second,3.95,0,The Library Book,1,1
293,0525512179,Yuval Noah Harari,9.744784861340808,Nonfiction,372.0,2018-09-04,First Second,4.19,0,21 Lessons for the 21st Century,1,0
294,0062851462,Roxane Gay,11.522509392072076,Nonfiction,350.0,2018-05-01,First Second,4.48,0,Not That Bad: Dispatches from Rape Culture,0,0
295,1580056776,Ijeoma Oluo,6.272877006546167,Nonfiction,248.0,2018-01-16,First Second,4.51,0,So You Want to Talk About Race,0,0
296,0345816021,Jordan B. Peterson,8.650149418664864,Nonfiction,409.0,2018-01-23,First Second,3.96,0,12 Rules for Life: An Antidote to Chaos,0,0
297,1250107814,Hans Rosling,6.466144724237619,Add,342.0,2018-04-03,First Second,4.37,0,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,1,0
298,152473165X,John Carreyrou,6.501289670540389,Nonfiction,339.0,2018-05-21,First Second,4.45,0,Bad Blood: Secrets and Lies in a Silicon Valley Startup,1,0
299,0062802186,Madeleine K. Albright,6.2324480165505225,Nonfiction,289.0,2018-04-10,First Second,4.29,0,Fascism: A Warning,1,0
300,0316412651,James Patterson,12.54726230900422,Nonfiction,400.0,2018-01-22,First Second,3.82,0,"All-American Murder: The Rise and Fall of Aaron Hernandez, the Superstar Whose Life Ended on Murderers' Row",1,0
301,0525427570,Steven Pinker,8.647343875881283,Nonfiction,576.0,2018-02-13,First Second,4.23,0,"Enlightenment Now: The Case for Reason, Science, Humanism, and Progress",1,0
302,B07D23CFGR,James Clear,7.3864708488298945,Nonfiction,319.0,2018-10-16,First Second,4.32,0,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,0,0
303,1538728753,Michael Isikoff,4.418840607796598,Politics,352.0,2018-03-13,First Second,4.26,0,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,1,0
304,0316523178,Beth Macy,5.648974238161206,Nonfiction,384.0,2018-08-07,First Second,4.13,0,"Dopesick: Dealers, Doctors, and the Drug Company that Addicted America",0,0
305,B074DGMF88,Kirk Wallace Johnson,3.784189633918261,Nonfiction,320.0,2018-04-24,First Second,4.02,0,"The Feather Thief: Beauty, Obsession, and the Natural History Heist of the Century",0,0
306,042528462X,Nassim Nicholas Taleb,8.766705997750515,Nonfiction,304.0,2018-02-27,First Second,3.85,1,Skin in the Game: Hidden Asymmetries in Daily Life,1,0
307,0830846425,Suzanne Stabile,4.700480365792417,Nonfiction,240.0,2018-04-10,First Second,4.15,0,The Path Between Us: An Enneagram Journey to Healthy Relationships,0,0
308,0399590501,Tara Westover,9.151863442217207,Nonfiction,334.0,2018-02-20,Copper Canyon Press,4.48,0,Educated,1,0
312,1538763028,Sally Field,6.131226489483141,Nonfiction,404.0,2018-09-18,Copper Canyon Press,3.92,0,In Pieces,1,0
313,0062837877,Chrissy Metz,4.736198448394496,Nonfiction,308.0,2018-03-27,Copper Canyon Press,3.98,0,This Is Me: Loving the Person You Are Today,1,0
314,1503936902,Masaji Ishikawa,4.875197323201151,Nonfiction,159.0,2018-01-01,Copper Canyon Press,4.26,0,A River in Darkness: One Man's Escape from North Korea,0,0
315,1250171083,Patrisse Khan-Cullors,5.081404364984463,Nonfiction,257.0,2018-01-16,Copper Canyon Press,4.49,0,When They Call You a Terrorist: A Black Lives Matter Memoir,1,0
316,1250192455,James Comey,6.0014148779611505,Nonfiction,290.0,2018-04-17,Copper Canyon Press,4.18,0,"A Higher Loyalty: Truth, Lies, and Leadership",1,0
317,0525520228,Maggie O'Farrell,7.686162303492906,Nonfiction,304.0,2018-02-06,Copper Canyon Press,3.97,0,"I Am, I Am, I Am: Seventeen Brushes with Death",0,0
318,0451495322,Clemantine Wamariya,5.749392985908253,Nonfiction,276.0,2018-04-24,Copper Canyon Press,4.19,0,The Girl Who Smiled Beads: A Story of War and What Comes After,1,0
319,0399592067,Kate Bowler,5.924255797414532,Nonfiction,178.0,2018-02-06,Copper Canyon Press,3.74,0,Everything Happens for a Reason: And Other Lies I've Loved,1,0
321,1619023342,Terese Marie Mailhot,6.270988431858299,Autobiography,143.0,2018-02-06,Copper Canyon Press,3.86,0,Heart Berries,1,0
322,1936787970,Nicole Chung,6.2324480165505225,Autobiography,240.0,2018-10-02,Copper Canyon Press,3.87,0,All You Can Ever Know: A Memoir,0,0
323,039958837X,Kelly Corrigan,6.97166860472579,Nonfiction,240.0,2018-01-09,Copper Canyon Press,4.19,0,Tell Me More: Stories about the 12 Hardest Things I'm Learning to Say,1,0
324,0802128238,Lisa Brennan-Jobs,6.030685260261263,Autobiography,383.0,2018-09-04,Copper Canyon Press,3.82,0,Small Fry,1,0
325,006265599X,Rose McGowan,5.501258210544727,Nonfiction,272.0,2018-01-30,Copper Canyon Press,3.83,0,Brave,0,0
326,0316393843,Meaghan O'Connell,5.429345628954441,Nonfiction,240.0,2018-04-10,Copper Canyon Press,3.94,0,And Now We Have Everything: On Motherhood Before I Was Ready,0,0
327,0399589198,David Lynch,6.716594773520978,Nonfiction,577.0,2018-06-19,Copper Canyon Press,4.3,0,Room to Dream,1,0
328,1501170163,Adam Cayton-Holland,3.8918202981106265,Autobiography,256.0,2018-08-21,Copper Canyon Press,4.13,0,Tragedy Plus Time: A Tragi-Comic Memoir,0,0
329,1501125656,Kiese Laymon,7.102499355774649,Autobiography,256.0,2018-10-16,Copper Canyon Press,4.46,0,Heavy: An American Memoir,0,0
330,1419727729,Maxwell King,3.6635616461296463,Biography,416.0,2018-09-04,Talos,4.01,0,The Good Neighbor: The Life and Work of Fred Rogers,1,0
333,1627794247,Dave Itzkoff,4.2626798770413155,Biography,544.0,2018-05-15,Talos,4.18,0,Robin,1,0
334,0062748203,Zora Neale Hurston,7.793174347189205,Nonfiction,171.0,2018-05-08,Talos,4.05,0,Barracoon: The Story of the Last “Black Cargo”,1,0
335,0763660574,Liz Rosenberg,4.976733742420574,Nonfiction,352.0,2018-06-12,Talos,4.04,0,House of Dreams: The Life of L. M. Montgomery,0,0
336,0525429727,Elaine F. Weiss,4.189654742026425,History,416.0,2018-03-06,Talos,4.07,0,The Woman's Hour: The Great Fight to Win the Vote,0,0
337,1101886242,Catherine Kerrison,3.4657359027997265,History,425.0,2018-01-02,Talos,3.57,0,"Jefferson's Daughters: Three Sisters, White and Black, in a Young America",0,0
338,1328876640,Keith  O'Brien,3.7376696182833684,Nonfiction,352.0,2018-08-07,Talos,3.91,0,Fly Girls: How Five Daring Women Defied All Odds and Made Aviation History,1,0
339,0812988701,Robert Kurson,6.131226489483141,History,384.0,2018-04-03,Talos,4.53,0,Rocket Men: The Daring Odyssey of Apollo 8 and the Astronauts Who Made Man's First Journey to the Moon,1,0
340,0525426760,Nathaniel Philbrick,7.640603826393634,History,366.0,2018-10-16,Talos,4.07,0,In the Hurricane's Eye: The Genius of George Washington and the Victory at Yorktown,1,0
341,1101947314,Dave Eggers,8.797548488481558,Nonfiction,327.0,2018-01-30,Talos,4.02,0,The Monk of Mokha,0,0
342,1476795924,Doris Kearns Goodwin,7.88344635413774,Add,473.0,2018-09-18,Talos,4.4,0,Leadership: In Turbulent Times,1,0
343,1335424695,Dan Abrams,4.709530201312334,History,320.0,2018-06-05,Talos,3.88,0,Lincoln's Last Trial: The Murder Case That Propelled Him to the Presidency,1,0
344,0316392006,David Christian,5.501258210544727,History,357.0,2018-05-22,Talos,4.04,0,Origin Story: A Big History of Everything,0,0
345,0393635244,Jill Lepore,6.39024066706535,History,933.0,2018-09-18,Talos,4.41,0,These Truths: A History of the United States,1,0
346,1400069718,Ronen Bergman,4.543294782270004,History,784.0,2018-01-30,Talos,4.39,0,Rise and Kill First: The Secret History of Israel's Targeted Assassinations,1,0
347,0804137315,Sam Anderson,4.110873864173311,Nonfiction,448.0,2018-08-21,Talos,4.37,0,"Boom Town: The Fantastical Saga of Oklahoma City, Its Chaotic Founding, Its Apocalyptic Weather, Its Purloined Basketball Team, and the Dream of Becoming a World-class Metropolis",0,0
348,0525520104,Lawrence Wright,6.796823718274855,Nonfiction,368.0,2018-04-17,Talos,4.02,0,God Save Texas: A Journey Into the Soul of the Lone Star State,1,0
349,1250165547,Bill O'Reilly,7.547501682814967,History,307.0,2018-10-09,Talos,4.04,1,Killing the SS: The Hunt for the Worst War Criminals in History,1,0
350,1501135945,Lynn Vincent,4.31748811353631,Add,592.0,2018-07-10,Talos,4.47,0,Indianapolis: The True Story of the Worst Sea Disaster in U.S. Naval History and the Fifty-Year Fight to Exonerate an Innocent Man,1,0
351,0399589813,Jon Meacham,7.1316985104669115,History,402.0,2018-05-08,Talos,4.25,0,The Soul of America: The Battle for Our Better Angels,1,0
355,1984819194,Stephen Hawking,9.08421009483197,Science,256.0,2018-10-16,Roaring Brook Press,4.3,0,Brief Answers to the Big Questions,1,0
356,1101984597,Carl Zimmer,6.881411303642535,Science,657.0,2018-05-29,Roaring Brook Press,4.16,0,"She Has Her Mother's Laugh: The Powers, Perversions, and Potential of Heredity",0,0
357,0735211752,Claire L.  Evans,4.23410650459726,Nonfiction,288.0,2018-03-06,Roaring Brook Press,3.97,0,Broad Band: The Untold Story of the Women Who Made the Internet,0,0
358,1594204225,Michael Pollan,8.918917979908679,Nonfiction,465.0,2018-05-15,Roaring Brook Press,4.28,0,"How to Change Your Mind: What the New Science of Psychedelics Teaches Us about Consciousness, Dying, Addiction, Depression, and Transcendence",1,0
359,0735224560,Nick Pyenson,3.1354942159291497,Add,336.0,2018-06-26,Roaring Brook Press,3.77,0,"Spying on Whales: The Past, Present, and Future of Earth's Most Awesome Creatures",0,0
360,0241304849,Michio Kaku,8.416930769477844,Science,368.0,2018-02-20,Roaring Brook Press,4.14,0,"The Future of Humanity: Terraforming Mars, Interstellar Travel, Immortality and Our Destiny Beyond Earth",0,0
361,0735210624,Daniel H. Pink,9.76468514965567,Nonfiction,272.0,2018-01-09,Roaring Brook Press,3.79,0,When: The Scientific Secrets of Perfect Timing,1,0
362,073521610X,Carlo Rovelli,7.119635638017636,Science,240.0,2018-05-08,Roaring Brook Press,4.07,0,The Order of Time,1,0
363,0393064441,Neil deGrasse Tyson,12.451940043417858,Science,576.0,2018-09-11,Roaring Brook Press,3.56,0,Accessory to War: The Unspoken Alliance Between Astrophysics and the Military,1,0
364,0465096050,Adam  Becker,4.454347296253507,Science,384.0,2018-03-20,Roaring Brook Press,4.27,0,What Is Real?: The Unfinished Quest for the Meaning of Quantum Physics,0,0
365,1610398297,Christian Davenport,3.2188758248682006,Nonfiction,320.0,2018-03-20,Roaring Brook Press,4.17,0,"The Space Barons: Elon Musk, Jeff Bezos, and the Quest to Colonize the Cosmos",0,0
366,1681883813,Justin McElroy,5.225746673713202,Nonfiction,216.0,2018-10-09,Roaring Brook Press,4.01,0,"The Sawbones Book: The Hilarious, Horrifying Road to Modern Medicine",1,0
367,0465094252,Sabine Hossenfelder,4.356708826689592,Science,291.0,2018-06-12,Roaring Brook Press,4.04,0,Lost in Math: How Beauty Leads Physics Astray,0,0
368,0385542704,Lucy    Jones,2.6390573296152584,Nonfiction,256.0,2018-04-17,Roaring Brook Press,4.12,0,The Big Ones: How Natural Disasters Have Shaped Us and What We Can Do about Them,0,0
369,073522014X,Ryan North,6.792344427470809,Nonfiction,437.0,2018-09-18,Roaring Brook Press,4.16,0,How to Invent Everything: A Survival Guide for the Stranded Time Traveler,0,0
370,0262037688,Varun Sivaram,3.5553480614894135,Science,392.0,2018-03-02,Roaring Brook Press,4.14,0,Taming the Sun: Innovations to Harness Solar Energy and Power the Planet,0,0
371,110187032X,David Reich,3.9512437185814275,Science,335.0,2018-03-27,Roaring Brook Press,4.17,0,Who We Are and How We Got Here: Ancient DNA and the New Science of the Human Past,0,0
372,1479837245,Safiya Umoja Noble,3.871201010907891,Nonfiction,256.0,2018-02-20,Roaring Brook Press,3.96,0,Algorithms of Oppression: How Search Engines Reinforce Racism,0,0
373,1476776628,David Quammen,6.706862336602747,Science,480.0,2018-08-14,Roaring Brook Press,3.95,0,The Tangled Tree: A Radical New History of Life,1,0
374,1524759724,Chrissy Teigen,5.863631175598097,Food,256.0,2018-09-18,Harlequin Teen,4.22,0,Cravings: Hungry for More,1,0
377,006282015X,Joanna Gaines,6.565264970035361,Food,336.0,2018-04-24,Harlequin Teen,4.22,0,Magnolia Table: A Collection of Recipes for Gathering,1,0
378,0525575642,Tasty,3.2188758248682006,Food,192.0,2017-12-12,Harlequin Teen,3.83,0,Tasty Latest and Greatest: Everything You Want to Cook Right Now (an Official Tasty Cookbook),0,0
379,1510729100,Alison  Walsh,3.1780538303479458,Food,160.0,2018-06-05,Harlequin Teen,3.73,0,"A Literary Tea Party: Blends and Treats for Alice, Bilbo, Dorothy, Jo, and Book Lovers Everywhere",0,0
380,B07CR36DNT,Ina Garten,6.297109319933935,Food,267.0,2018-10-23,Harlequin Teen,3.95,0,Cook Like a Pro: Recipes and Tips for Home Cooks,0,0
381,0762464151,Tim Federle,6.481577129276431,Food,144.0,2018-10-09,Harlequin Teen,3.81,0,"Are You There God? It's Me, Margarita: More Cocktails with a Literary Twist",0,0
382,0735234043,Lauren Toyota,2.302585092994046,Food,240.0,2018-02-27,Harlequin Teen,4.28,0,Hot for Food Vegan Comfort Classics: 101 Recipes to Feed Your Face,0,0
384,0307987221,Giada De Laurentiis,5.834810737062605,Food,288.0,2018-03-27,Harlequin Teen,3.81,0,Giada's Italy: My Recipes for La Dolce Vita: A Cookbook,1,0
385,1787131246,Gaz Oakley,2.833213344056216,Food,224.0,2018-02-20,Harlequin Teen,4.17,0,Vegan 100: Over 100 Incredible Recipes from Avant-Garde Vegan,0,0
386,0385345933,Bobby Flay,4.007333185232471,Food,256.0,2017-12-05,Harlequin Teen,3.6,0,Bobby Flay Fit: 200 Recipes for a Healthy Lifestyle: A Cookbook,0,0
387,1501179829,Rosanna Pansino,5.278114659230517,Food,256.0,2018-10-23,Harlequin Teen,4.21,0,Baking All Year Round: Holidays & Special Occasions,0,0
388,1101990589,Daniel Stone,3.332204510175204,Nonfiction,397.0,2018-02-20,Harlequin Teen,4.03,0,The Food Explorer: The True Adventures of the Globe-Trotting Botanist Who Transformed What America Eats,0,0
389,1579657389,Edward       Lee,3.6109179126442243,Food,304.0,2018-04-17,Harlequin Teen,4.0,0,Buttermilk Graffiti: A Chef’s Journey to Discover America’s New Melting-Pot Cuisine,0,0
390,B07912W4H9,Gina Homolka,4.2626798770413155,Food,304.0,2018-10-09,Harlequin Teen,4.21,0,"Skinnytaste One and Done: 140 No-Fuss Dinners for Your Instant Pot®, Slow Cooker, Air Fryer, Sheet Pan, Skillet, Dutch Oven, and More: 140 No-Fuss Dinners Sheet Pan, Skillet, Dutch Oven, and More",0,0
391,1607749165,Yotam Ottolenghi,6.075346031088684,Food,320.0,2018-10-16,Harlequin Teen,4.32,0,Ottolenghi Simple: A Cookbook,1,0
392,1632863820,Mark Kurlansky,6.9957661563048505,Nonfiction,385.0,2018-05-08,Harlequin Teen,3.51,0,"Milk!: A 10,000-Year Food Fracas",0,0
393,1101980079,Camas Davis,2.302585092994046,Nonfiction,352.0,2018-07-24,Harlequin Teen,3.77,0,Killing It: An Education,0,0
394,0062437305,Jonathan Kauffman,3.4965075614664802,Food,352.0,2018-01-23,Harlequin Teen,3.86,0,"Hippie Food: How Back-to-the-Landers, Longhairs, and Revolutionaries Changed the Way We Eat",0,0
396,1449489788,Sarah Andersen,8.601718146485926,Graphic Novels,112.0,2018-03-27,"Farrar, Straus and Giroux ",4.19,1,Herding Cats,0,0
399,1449492975,Catana Chetwynd,5.062595033026967,Graphic Novels,160.0,2018-06-19,"Farrar, Straus and Giroux ",4.32,0,Little Moments of Love,0,0
401,1302906089,G. Willow Wilson,7.820037989458753,Graphic Novels,144.0,2017-12-26,"Farrar, Straus and Giroux ",4.18,1,"Ms. Marvel, Vol. 8: Mecca",0,0
402,162672363X,Jen Wang,6.699500340161678,Graphic Novels,277.0,2018-02-13,"Farrar, Straus and Giroux ",4.41,0,The Prince and the Dressmaker,0,0
403,1534305106,Brian K. Vaughan,9.21094019204815,Graphic Novels,128.0,2018-04-10,"Farrar, Straus and Giroux ",4.17,1,"Paper Girls, Vol. 4",0,0
404,1250153700,Clint McElroy,5.983936280687191,Fantasy,256.0,2018-07-17,"Farrar, Straus and Giroux ",4.32,1,The Adventure Zone: Here There Be Gerblins,1,0
405,1626728690,Pénélope Bagieu,6.093569770045136,Graphic Novels,296.0,2018-03-06,"Farrar, Straus and Giroux ",4.53,1,Brazen: Rebel Ladies Who Rocked the World,0,0
406,1684151929,C.S. Pacat,8.893023494394711,Graphic Novels,112.0,2018-07-31,"Farrar, Straus and Giroux ",4.04,1,"Fence, Vol. 1",0,0
407,1524761435,Mari Andrew,4.532599493153256,Graphic Novels,192.0,2018-03-27,"Farrar, Straus and Giroux ",3.99,0,"Am I There Yet? The Loop-de-Loop, Zigzagging Journey to Adulthood",1,0
408,162672444X,Vera Brosgol,6.601230118728877,Graphic Novels,256.0,2018-04-24,"Farrar, Straus and Giroux ",4.0,0,Be Prepared,0,0
409,1534307508,Tee Franklin,4.543294782270004,Graphic Novels,88.0,2018-02-20,"Farrar, Straus and Giroux ",3.91,0,Bingo Love,0,0
410,1250078288,Marissa Meyer,11.322902326989235,Graphic Novels,324.0,2018-01-30,"Farrar, Straus and Giroux ",4.22,1,Gone Rogue,0,0
411,1250177952,Ngozi Ukazu,6.26530121273771,Graphic Novels,288.0,2018-09-18,"Farrar, Straus and Giroux ",4.4,1,"Check, Please! Book 1: # Hockey",0,0
412,177046316X,Nick Drnaso,5.4638318050256105,Graphic Novels,204.0,2018-05-22,"Farrar, Straus and Giroux ",3.83,0,Sabrina,0,0
413,1534304738,Kieron Gillen,7.141245122350491,Graphic Novels,168.0,2018-01-16,"Farrar, Straus and Giroux ",4.08,1,"Imperial Phase, Part II",0,0
414,1534306919,Marjorie M. Liu,7.943427767876373,Graphic Novels,168.0,2018-09-11,"Farrar, Straus and Giroux ",4.27,1,"Monstress, Vol. 3: Haven",0,0
415,0545902479,Jarrett J. Krosoczka,6.340359303727752,Graphic Novels,314.0,2018-10-09,"Farrar, Straus and Giroux ",4.1,0,"Hey, Kiddo",0,0
416,1506701981,Jeff Lemire,7.767263996757308,Graphic Novels,152.0,2018-01-02,"Farrar, Straus and Giroux ",4.35,1,"Black Hammer, Vol. 2: The Event",0,0
417,1302907328,Saladin Ahmed,7.285506548522785,Graphic Novels,136.0,2017-12-19,"Farrar, Straus and Giroux ",3.92,1,"Black Bolt, Vol. 1: Hard Time",0,0
418,1449489427,Amanda Lovelace,8.307705966549513,Poetry,192.0,2018-03-06,Roaring Brook Press,3.82,0,The Witch Doesn't Burn in This One,0,0
421,0062662805,Elizabeth Acevedo,7.9211727215870145,Poetry,357.0,2018-03-06,Roaring Brook Press,4.43,0,The Poet X,1,0
422,0525577157,Florence Welch,6.066108090103747,Poetry,288.0,2018-07-10,Roaring Brook Press,4.24,0,Useless Magic: Lyrics and Poetry,0,0
423,1982104872,Atticus Poetry,7.668093709082406,Poetry,240.0,2018-09-04,Roaring Brook Press,4.04,0,The Dark Between Stars,0,0
424,1501179527,Alice Walker,8.262558973010657,Poetry,288.0,2018-10-02,Roaring Brook Press,3.91,0,Taking the Arrow Out of the Heart,0,0
425,0544868137,Kwame Alexander,7.404279118037268,Poetry,416.0,2018-04-02,Roaring Brook Press,4.27,1,Rebound,1,0
426,052550978X,Fatimah Asghar,4.90527477843843,Poetry,128.0,2018-06-26,Roaring Brook Press,4.29,0,If They Come for Us,0,0
427,0735219516,Andrea Gibson,7.253470382684528,Poetry,200.0,2018-01-23,Roaring Brook Press,3.93,0,Take Me with You,0,0
428,1449489893,Lang Leav,9.102532419341877,Poetry,224.0,2018-01-09,Roaring Brook Press,3.83,0,Sea of Strangers,0,0
429,1449494250,R.H. Sin,7.757478766584179,Poetry,144.0,2018-04-10,Roaring Brook Press,3.82,1,She Felt Like Feeling Nothing,1,0
430,1943735190,Rudy Francisco,6.133398042996649,Poetry,96.0,2017-11-28,Roaring Brook Press,4.38,0,Helium,0,0
431,1481486241,Jason Reynolds,8.264363329731667,Poetry,102.0,2018-04-10,Roaring Brook Press,4.26,0,For Every One,1,0
432,1555978134,Tracy K. Smith,6.111467339502679,Poetry,75.0,2018-04-03,Roaring Brook Press,4.12,0,Wade in the Water,0,0
433,194373531X,Neil Hilborn,6.411818267709897,Poetry,96.0,2018-04-03,Roaring Brook Press,4.2,0,The Future,0,0
435,1501191136,Cleo Wade,4.718498871295094,Poetry,224.0,2018-03-06,Roaring Brook Press,4.21,0,Heart Talk: Poetic Wisdom for a Better Life,0,0
436,0143133187,Terrance Hayes,5.3612921657094255,Poetry,112.0,2018-06-19,Roaring Brook Press,4.28,0,American Sonnets for My Past and Future Assassin,0,0
437,0735232113,Joy McCullough,4.948759890378168,Historical,298.0,2018-03-06,Roaring Brook Press,4.12,0,Blood Water Paint,0,0
438,0374156069,Leonard Cohen,7.215975002651466,Poetry,277.0,2018-10-02,Roaring Brook Press,4.05,0,The Flame,1,0
439,1524732540,Kevin Young,5.5093883366279774,Poetry,161.0,2018-04-17,Roaring Brook Press,4.1,0,Brown: Poems,0,0
0,0062498533,Angie Thomas,9.39099387166944,Young Adult,464.0,2017-02-28,Algonquin Books,4.52,0,The Hate U Give,1,0
3,1250095255,Stephanie Garber,9.18563775933581,Fantasy,407.0,2017-01-31,Algonquin Books,3.95,1,Caraval,1,0
4,1101885939,Katherine Arden,8.93102321585603,Fantasy,323.0,2017-01-10,Algonquin Books,4.12,1,The Bear and the Nightingale,0,0
5,0399563083,Georgia Hunter,6.951772164398911,Historical,403.0,2017-02-14,Algonquin Books,4.4,0,We Were the Lucky Ones,0,0
6,1501116843,Matthew J. Sullivan,6.282266746896006,Mystery,328.0,2017-06-13,Algonquin Books,3.79,0,Midnight at the Bright Ideas Bookstore,0,0
7,1250105609,Jane Harper,8.592671652592143,Mystery,328.0,2017-01-10,Algonquin Books,4.04,1,The Dry,1,0
8,0451493583,Omar El Akkad,6.393590753950631,Add,333.0,2017-04-04,Algonquin Books,3.79,0,American War,0,0
10,0735211175,Gabriel Tallent,6.745236349484363,Fiction,417.0,2017-08-29,Algonquin Books,3.63,0,My Absolute Darling,1,0
11,1616206888,Lisa Ko,6.566672429803241,Fiction,338.0,2017-05-02,Algonquin Books,3.87,0,The Leavers,0,0
